3;10
3;15
3;22
3;12
4;39
4;36
4;40
4;39
5;51
4;30
3;3
4;29
3;8
4;42
4;27
4;33
4;34
4;42
4;38
3;18
4;30
3;12
3;3
3;12
4;39
4;33
4;40
4;42
4;34
4;40
3;22
3;14
3;15
5;58
5;53
4;36
4;28
3;17
3;6
4;36
3;3
4;27
3;10
3;6
3;22
3;15
3;22
3;6
3;11
3;22
3;14
3;14
3;20
3;15
4;43
4;35
4;42
3;3
3;14
3;3
3;3
3;22
3;22
3;21
4;44
5;45
3;17
3;20
5;53
5;45
4;37
3;17
5;55
3;6
3;6
3;21
3;15
3;3
3;12
4;30
4;38
3;22
3;6
3;15
4;42
5;55
3;22
5;55
3;22
3;6
4;35
3;15
4;40
4;42
3;6
4;40
4;36
3;14
3;14
4;31
4;30
4;42
4;31
3;14
3;22
4;31
4;36
3;14
4;36
5;48
3;22
3;20
3;22
5;58
4;31
5;61
3;20
3;22
3;22
